,,,0
cyrillic,arial,"('cyrl.em', 'cyrl.es', 'cyrl.yu')",0.7536231884057971
cyrillic,arial,"('cyrl.ef', 'cyrl.short-i', 'cyrl.zhe')",0.5072463768115942
cyrillic,arial,"('cyrl.em', 'cyrl.u', 'cyrl.zhe')",0.6521739130434783
cyrillic,arial,"('cyrl.er', 'cyrl.es', 'cyrl.short-i')",0.855072463768116
cyrillic,arial,"('cyrl.ef', 'cyrl.yu', 'cyrl.zhe')",0.782608695652174
cyrillic,arial,"('cyrl.em', 'cyrl.er', 'cyrl.yu')",0.7101449275362319
cyrillic,arial,"('cyrl.es', 'cyrl.u', 'cyrl.zhe')",0.463768115942029
cyrillic,courier-new,"('cyrl.es', 'cyrl.ka', 'cyrl.o')",0.835820895522388
cyrillic,courier-new,"('cyrl.es', 'cyrl.tse', 'cyrl.ya')",0.5373134328358209
cyrillic,courier-new,"('cyrl.de', 'cyrl.ka', 'cyrl.tse')",0.8507462686567164
cyrillic,courier-new,"('cyrl.el', 'cyrl.o', 'cyrl.tse')",0.8805970149253731
cyrillic,courier-new,"('cyrl.de', 'cyrl.ya', 'cyrl.yu')",0.43283582089552236
cyrillic,courier-new,"('cyrl.el', 'cyrl.ka', 'cyrl.tse')",0.6417910447761194
cyrillic,courier-new,"('cyrl.de', 'cyrl.o', 'cyrl.ya')",0.6417910447761194
cyrillic,courier-new,"('cyrl.el', 'cyrl.es', 'cyrl.ya')",0.746268656716418
cyrillic,courier-new,"('cyrl.de', 'cyrl.ka', 'cyrl.ya')",0.43283582089552236
cyrillic,courier-new,"('cyrl.de', 'cyrl.es', 'cyrl.tse')",0.9104477611940298
cyrillic,courier-new,"('cyrl.es', 'cyrl.ka', 'cyrl.yu')",0.4626865671641791
cyrillic,courier-new,"('cyrl.tse', 'cyrl.ya', 'cyrl.yu')",0.5522388059701493
cyrillic,courier-new,"('cyrl.el', 'cyrl.es', 'cyrl.o')",0.8208955223880597
cyrillic,courier-new,"('cyrl.es', 'cyrl.ka', 'cyrl.tse')",0.7313432835820896
cyrillic,courier-new,"('cyrl.el', 'cyrl.es', 'cyrl.yu')",0.5223880597014925
cyrillic,courier-new,"('cyrl.ka', 'cyrl.tse', 'cyrl.ya')",0.5373134328358209
cyrillic,courier-new,"('cyrl.de', 'cyrl.o', 'cyrl.yu')",0.6716417910447762
cyrillic,courier-new,"('cyrl.ka', 'cyrl.ya', 'cyrl.yu')",0.3880597014925373
cyrillic,courier-new,"('cyrl.ka', 'cyrl.o', 'cyrl.tse')",0.8507462686567164
cyrillic,courier-new,"('cyrl.o', 'cyrl.tse', 'cyrl.ya')",0.6567164179104478
cyrillic,courier-new,"('cyrl.el', 'cyrl.ya', 'cyrl.yu')",0.5223880597014925
cyrillic,courier-new,"('cyrl.el', 'cyrl.ka', 'cyrl.ya')",0.40298507462686567
cyrillic,courier-new,"('cyrl.de', 'cyrl.es', 'cyrl.yu')",0.5671641791044776
cyrillic,courier-new,"('cyrl.o', 'cyrl.tse', 'cyrl.yu')",0.6716417910447762
cyrillic,courier-new,"('cyrl.de', 'cyrl.ka', 'cyrl.yu')",0.417910447761194
cyrillic,courier-new,"('cyrl.es', 'cyrl.tse', 'cyrl.yu')",0.5970149253731343
cyrillic,courier-new,"('cyrl.el', 'cyrl.o', 'cyrl.yu')",0.7014925373134329
cyrillic,courier-new,"('cyrl.el', 'cyrl.ka', 'cyrl.yu')",0.6119402985074627
cyrillic,courier-new,"('cyrl.ka', 'cyrl.tse', 'cyrl.yu')",0.4925373134328358
cyrillic,courier-new,"('cyrl.de', 'cyrl.es', 'cyrl.o')",0.8059701492537313
cyrillic,courier-new,"('cyrl.de', 'cyrl.tse', 'cyrl.yu')",0.9701492537313433
cyrillic,courier-new,"('cyrl.el', 'cyrl.es', 'cyrl.ka')",0.8656716417910447
cyrillic,courier-new,"('cyrl.de', 'cyrl.es', 'cyrl.ya')",0.6417910447761194
cyrillic,courier-new,"('cyrl.el', 'cyrl.tse', 'cyrl.yu')",0.835820895522388
cyrillic,courier-new,"('cyrl.de', 'cyrl.el', 'cyrl.yu')",0.8805970149253731
cyrillic,courier-new,"('cyrl.el', 'cyrl.tse', 'cyrl.ya')",0.6268656716417911
cyrillic,courier-new,"('cyrl.es', 'cyrl.o', 'cyrl.ya')",0.835820895522388
cyrillic,courier-new,"('cyrl.el', 'cyrl.o', 'cyrl.ya')",0.7014925373134329
cyrillic,courier-new,"('cyrl.o', 'cyrl.ya', 'cyrl.yu')",0.6119402985074627
cyrillic,courier-new,"('cyrl.de', 'cyrl.tse', 'cyrl.ya')",0.835820895522388
cyrillic,courier-new,"('cyrl.de', 'cyrl.el', 'cyrl.es')",0.8955223880597015
cyrillic,courier-new,"('cyrl.es', 'cyrl.o', 'cyrl.tse')",0.7910447761194029
cyrillic,courier-new,"('cyrl.de', 'cyrl.o', 'cyrl.tse')",0.8805970149253731
cyrillic,courier-new,"('cyrl.de', 'cyrl.es', 'cyrl.ka')",0.7761194029850746
cyrillic,courier-new,"('cyrl.es', 'cyrl.ka', 'cyrl.ya')",0.746268656716418
cyrillic,courier-new,"('cyrl.de', 'cyrl.el', 'cyrl.o')",0.8955223880597015
cyrillic,courier-new,"('cyrl.de', 'cyrl.el', 'cyrl.ya')",0.8059701492537313
cyrillic,courier-new,"('cyrl.de', 'cyrl.ka', 'cyrl.o')",0.746268656716418
cyrillic,courier-new,"('cyrl.el', 'cyrl.es', 'cyrl.tse')",0.9253731343283582
cyrillic,courier-new,"('cyrl.el', 'cyrl.ka', 'cyrl.o')",0.8805970149253731
cyrillic,courier-new,"('cyrl.ka', 'cyrl.o', 'cyrl.ya')",0.7611940298507462
cyrillic,courier-new,"('cyrl.de', 'cyrl.el', 'cyrl.ka')",0.8059701492537313
cyrillic,courier-new,"('cyrl.ka', 'cyrl.o', 'cyrl.yu')",0.6119402985074627
cyrillic,courier-new,"('cyrl.de', 'cyrl.el', 'cyrl.tse')",0.5223880597014925
cyrillic,courier-new,"('cyrl.es', 'cyrl.ya', 'cyrl.yu')",0.5074626865671642
cyrillic,courier-new,"('cyrl.es', 'cyrl.o', 'cyrl.yu')",0.7164179104477612
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.ve')",0.65
cyrillic,verdana,"('cyrl.a', 'cyrl.ve', 'cyrl.yeru')",0.43333333333333335
cyrillic,verdana,"('cyrl.a', 'cyrl.soft-sign', 'cyrl.yeru')",0.7
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.i', 'cyrl.yeru')",0.75
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.hard-sign')",0.5333333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.ha')",0.7333333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.soft-sign')",0.55
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.soft-sign')",0.8833333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.yeru')",0.7833333333333333
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.soft-sign')",0.9
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.soft-sign')",0.6166666666666667
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.ve')",0.6333333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.ve')",0.8166666666666667
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.i')",0.7166666666666667
cyrillic,verdana,"('cyrl.i', 'cyrl.ve', 'cyrl.yeru')",0.6
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.ve')",0.6833333333333333
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.i', 'cyrl.ve')",0.7166666666666667
cyrillic,verdana,"('cyrl.ha', 'cyrl.i', 'cyrl.ve')",0.6
cyrillic,verdana,"('cyrl.a', 'cyrl.i', 'cyrl.yeru')",0.5666666666666667
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.i')",0.6333333333333333
cyrillic,verdana,"('cyrl.ha', 'cyrl.soft-sign', 'cyrl.ve')",0.8333333333333334
cyrillic,verdana,"('cyrl.ha', 'cyrl.ve', 'cyrl.yeru')",0.7833333333333333
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.ve', 'cyrl.yeru')",0.6166666666666667
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.hard-sign')",0.5166666666666667
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.yeru')",0.7166666666666667
cyrillic,verdana,"('cyrl.ha', 'cyrl.i', 'cyrl.yeru')",0.6833333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.soft-sign')",0.8833333333333333
cyrillic,verdana,"('cyrl.che', 'cyrl.i', 'cyrl.ve')",0.5333333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.yeru')",0.5166666666666667
cyrillic,verdana,"('cyrl.ha', 'cyrl.i', 'cyrl.soft-sign')",0.6166666666666667
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.yeru')",0.5333333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.i', 'cyrl.ve')",0.75
cyrillic,verdana,"('cyrl.a', 'cyrl.soft-sign', 'cyrl.ve')",0.5166666666666667
cyrillic,verdana,"('cyrl.a', 'cyrl.i', 'cyrl.soft-sign')",0.65
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.i')",0.5166666666666667
cyrillic,verdana,"('cyrl.che', 'cyrl.ve', 'cyrl.yeru')",0.6333333333333333
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.i')",0.4666666666666667
cyrillic,verdana,"('cyrl.che', 'cyrl.soft-sign', 'cyrl.ve')",0.6666666666666666
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.soft-sign')",0.9166666666666666
cyrillic,verdana,"('cyrl.soft-sign', 'cyrl.ve', 'cyrl.yeru')",0.6666666666666666
cyrillic,verdana,"('cyrl.che', 'cyrl.i', 'cyrl.yeru')",0.36666666666666664
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.i')",0.65
cyrillic,verdana,"('cyrl.che', 'cyrl.i', 'cyrl.soft-sign')",0.5166666666666667
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.soft-sign', 'cyrl.ve')",0.7166666666666667
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.ve')",0.7
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.yeru')",0.5666666666666667
cyrillic,verdana,"('cyrl.ha', 'cyrl.soft-sign', 'cyrl.yeru')",0.8
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.hard-sign')",0.7
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.yeru')",0.8
cyrillic,verdana,"('cyrl.i', 'cyrl.soft-sign', 'cyrl.ve')",0.75
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.i', 'cyrl.soft-sign')",0.8833333333333333
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.soft-sign', 'cyrl.yeru')",0.7
cyrillic,verdana,"('cyrl.i', 'cyrl.soft-sign', 'cyrl.yeru')",0.6833333333333333
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.i')",0.43333333333333335
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.ve')",0.4666666666666667
cyrillic,verdana,"('cyrl.che', 'cyrl.soft-sign', 'cyrl.yeru')",0.7833333333333333
cyrillic,georgia,"('cyrl.be', 'cyrl.en', 'cyrl.ze')",0.5466666666666666
cyrillic,georgia,"('cyrl.be', 'cyrl.che', 'cyrl.ze')",0.5066666666666667
cyrillic,georgia,"('cyrl.en', 'cyrl.ie', 'cyrl.ze')",0.7733333333333333
cyrillic,georgia,"('cyrl.be', 'cyrl.ef', 'cyrl.ze')",0.5866666666666667
cyrillic,georgia,"('cyrl.ef', 'cyrl.en', 'cyrl.ze')",0.48
cyrillic,georgia,"('cyrl.be', 'cyrl.che', 'cyrl.ie')",0.5333333333333333
cyrillic,georgia,"('cyrl.em', 'cyrl.en', 'cyrl.i')",0.6933333333333334
cyrillic,georgia,"('cyrl.be', 'cyrl.em', 'cyrl.i')",0.88
cyrillic,georgia,"('cyrl.en', 'cyrl.i', 'cyrl.ze')",0.9333333333333333
cyrillic,georgia,"('cyrl.che', 'cyrl.ef', 'cyrl.ie')",0.48
cyrillic,georgia,"('cyrl.che', 'cyrl.i', 'cyrl.ze')",0.64
cyrillic,georgia,"('cyrl.be', 'cyrl.en', 'cyrl.i')",0.9466666666666667
cyrillic,georgia,"('cyrl.ef', 'cyrl.em', 'cyrl.ie')",0.5333333333333333
cyrillic,georgia,"('cyrl.en', 'cyrl.i', 'cyrl.ie')",0.8666666666666667
cyrillic,georgia,"('cyrl.ef', 'cyrl.em', 'cyrl.en')",0.9866666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.em', 'cyrl.i')",0.7733333333333333
cyrillic,georgia,"('cyrl.che', 'cyrl.ie', 'cyrl.ze')",0.64
cyrillic,georgia,"('cyrl.che', 'cyrl.i', 'cyrl.ie')",0.52
cyrillic,georgia,"('cyrl.ef', 'cyrl.i', 'cyrl.ie')",0.49333333333333335
cyrillic,georgia,"('cyrl.be', 'cyrl.en', 'cyrl.ie')",0.5866666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.ef', 'cyrl.en')",0.8533333333333334
cyrillic,georgia,"('cyrl.che', 'cyrl.ef', 'cyrl.em')",0.7466666666666667
cyrillic,georgia,"('cyrl.be', 'cyrl.i', 'cyrl.ze')",0.64
cyrillic,georgia,"('cyrl.che', 'cyrl.em', 'cyrl.ie')",0.56
cyrillic,georgia,"('cyrl.che', 'cyrl.ef', 'cyrl.i')",0.6933333333333334
cyrillic,georgia,"('cyrl.i', 'cyrl.ie', 'cyrl.ze')",0.7066666666666667
cyrillic,georgia,"('cyrl.em', 'cyrl.en', 'cyrl.ie')",0.9466666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.em', 'cyrl.en')",0.64
cyrillic,georgia,"('cyrl.be', 'cyrl.che', 'cyrl.i')",0.7733333333333333
cyrillic,georgia,"('cyrl.be', 'cyrl.ef', 'cyrl.ie')",0.48
cyrillic,georgia,"('cyrl.be', 'cyrl.em', 'cyrl.ze')",0.6133333333333333
cyrillic,georgia,"('cyrl.che', 'cyrl.en', 'cyrl.ze')",0.7333333333333333
cyrillic,georgia,"('cyrl.be', 'cyrl.che', 'cyrl.ef')",0.7066666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.en', 'cyrl.i')",0.88
cyrillic,georgia,"('cyrl.be', 'cyrl.ef', 'cyrl.i')",0.8
cyrillic,georgia,"('cyrl.em', 'cyrl.ie', 'cyrl.ze')",0.7866666666666666
cyrillic,georgia,"('cyrl.ef', 'cyrl.en', 'cyrl.ie')",0.44
cyrillic,georgia,"('cyrl.be', 'cyrl.che', 'cyrl.en')",0.8133333333333334
cyrillic,georgia,"('cyrl.be', 'cyrl.che', 'cyrl.em')",0.6666666666666666
cyrillic,georgia,"('cyrl.ef', 'cyrl.em', 'cyrl.ze')",0.5333333333333333
cyrillic,georgia,"('cyrl.em', 'cyrl.i', 'cyrl.ie')",0.8666666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.en', 'cyrl.ie')",0.7466666666666667
cyrillic,georgia,"('cyrl.be', 'cyrl.ie', 'cyrl.ze')",0.4533333333333333
cyrillic,georgia,"('cyrl.ef', 'cyrl.em', 'cyrl.i')",0.9466666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.ef', 'cyrl.ze')",0.49333333333333335
cyrillic,georgia,"('cyrl.ef', 'cyrl.i', 'cyrl.ze')",0.48
cyrillic,georgia,"('cyrl.be', 'cyrl.i', 'cyrl.ie')",0.52
cyrillic,georgia,"('cyrl.em', 'cyrl.i', 'cyrl.ze')",0.8666666666666667
cyrillic,georgia,"('cyrl.em', 'cyrl.en', 'cyrl.ze')",0.88
cyrillic,georgia,"('cyrl.ef', 'cyrl.ie', 'cyrl.ze')",0.5733333333333334
cyrillic,georgia,"('cyrl.be', 'cyrl.em', 'cyrl.en')",0.9866666666666667
cyrillic,georgia,"('cyrl.be', 'cyrl.ef', 'cyrl.em')",0.72
cyrillic,georgia,"('cyrl.be', 'cyrl.ef', 'cyrl.en')",0.6933333333333334
cyrillic,georgia,"('cyrl.ef', 'cyrl.en', 'cyrl.i')",0.92
cyrillic,georgia,"('cyrl.be', 'cyrl.em', 'cyrl.ie')",0.6266666666666667
cyrillic,georgia,"('cyrl.che', 'cyrl.em', 'cyrl.ze')",0.6133333333333333
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ghe', 'cyrl.zhe')",0.8387096774193549
cyrillic,century-schoolbook,"('cyrl.ka', 'cyrl.pe', 'cyrl.ya')",0.7419354838709677
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.io', 'cyrl.zhe')",0.6451612903225806
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.de', 'cyrl.io')",0.6129032258064516
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.ka', 'cyrl.zhe')",0.8064516129032258
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ghe', 'cyrl.zhe')",0.3709677419354839
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ghe', 'cyrl.ya')",0.6774193548387096
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.de', 'cyrl.zhe')",0.3548387096774194
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ka', 'cyrl.ya')",0.5
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.io', 'cyrl.ya')",0.5483870967741935
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ka', 'cyrl.zhe')",0.9032258064516129
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.ka', 'cyrl.ya')",0.6451612903225806
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.ka', 'cyrl.pe')",0.8548387096774194
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.pe', 'cyrl.zhe')",0.4032258064516129
cyrillic,century-schoolbook,"('cyrl.io', 'cyrl.pe', 'cyrl.zhe')",0.5645161290322581
cyrillic,century-schoolbook,"('cyrl.io', 'cyrl.ka', 'cyrl.zhe')",0.8225806451612904
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ghe', 'cyrl.ka')",0.7258064516129032
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ya', 'cyrl.zhe')",0.5967741935483871
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ka', 'cyrl.ya')",0.6451612903225806
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.de', 'cyrl.pe')",0.8870967741935484
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.io', 'cyrl.pe')",0.6935483870967742
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.io', 'cyrl.pe')",0.8870967741935484
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.io', 'cyrl.ya')",0.7096774193548387
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ka', 'cyrl.pe')",0.5645161290322581
cyrillic,century-schoolbook,"('cyrl.io', 'cyrl.ka', 'cyrl.pe')",0.7580645161290323
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ghe', 'cyrl.ya')",0.6935483870967742
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.io', 'cyrl.ka')",0.8064516129032258
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.io', 'cyrl.ka')",0.8225806451612904
cyrillic,century-schoolbook,"('cyrl.ka', 'cyrl.ya', 'cyrl.zhe')",0.6935483870967742
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.de', 'cyrl.ya')",0.7580645161290323
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ka', 'cyrl.zhe')",0.7741935483870968
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.io', 'cyrl.pe')",0.9354838709677419
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.pe', 'cyrl.ya')",0.8870967741935484
cyrillic,century-schoolbook,"('cyrl.io', 'cyrl.pe', 'cyrl.ya')",0.5161290322580645
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.pe', 'cyrl.zhe')",0.9032258064516129
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.pe', 'cyrl.ya')",0.6935483870967742
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.de', 'cyrl.ka')",0.43548387096774194
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.io', 'cyrl.ka')",0.532258064516129
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ka', 'cyrl.pe')",0.7580645161290323
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ghe', 'cyrl.io')",0.8548387096774194
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ghe', 'cyrl.io')",0.7258064516129032
cyrillic,century-schoolbook,"('cyrl.pe', 'cyrl.ya', 'cyrl.zhe')",0.6451612903225806
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.pe', 'cyrl.zhe')",0.9354838709677419
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.de', 'cyrl.ghe')",0.7741935483870968
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ghe', 'cyrl.pe')",0.8709677419354839
cyrillic,century-schoolbook,"('cyrl.io', 'cyrl.ka', 'cyrl.ya')",0.7903225806451613
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ghe', 'cyrl.ka')",0.5645161290322581
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.io', 'cyrl.ya')",0.6451612903225806
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.ya', 'cyrl.zhe')",0.6129032258064516
cyrillic,century-schoolbook,"('cyrl.io', 'cyrl.ya', 'cyrl.zhe')",0.7096774193548387
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.pe', 'cyrl.ya')",0.8870967741935484
cyrillic,century-schoolbook,"('cyrl.de', 'cyrl.ghe', 'cyrl.pe')",0.532258064516129
cyrillic,century-schoolbook,"('cyrl.ka', 'cyrl.pe', 'cyrl.zhe')",0.7741935483870968
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.ya', 'cyrl.zhe')",0.5967741935483871
cyrillic,century-schoolbook,"('cyrl.a', 'cyrl.io', 'cyrl.zhe')",0.532258064516129
cyrillic,century-schoolbook,"('cyrl.ghe', 'cyrl.io', 'cyrl.zhe')",0.532258064516129
cyrillic,times-new-roman,"('cyrl.sha', 'cyrl.shcha', 'cyrl.short-i')",0.958904109589041
cyrillic,times-new-roman,"('cyrl.sha', 'cyrl.shcha', 'cyrl.tse')",0.4931506849315068
